player_name,position,games,points_per_game,weekly_std,peak_week,total_points
QB_Player_1,QB,11,20.529522930068005,3.688898255603877,35.13932350318292,225.82475223074806
QB_Player_2,QB,11,20.02793656742077,4.453196897340622,34.05483076316101,220.30730224162846
QB_Player_3,QB,9,23.52645197570479,8.886744055518859,38.66348324403398,211.73806778134312
QB_Player_4,QB,9,25.48178101718397,4.627161418270014,44.10356636467469,229.33602915465573
QB_Player_5,QB,12,15.01292931947458,6.739901690758648,25.435952847693933,180.15515183369496
QB_Player_6,QB,10,19.662990013897172,6.3460084535709385,34.38415461192139,196.62990013897172
QB_Player_7,QB,12,17.496377791721066,7.64409634958577,30.208159017812694,209.9565335006528
QB_Player_8,QB,11,20.195440182962663,5.003119991612104,33.49603808591775,222.1498420125893
QB_Player_9,QB,16,16.137535842958233,7.1792989029793715,28.214598173264235,258.2005734873317
QB_Player_10,QB,9,17.5346091314028,8.146378528236529,30.90361103839686,157.81148218262518
QB_Player_11,QB,16,15.53432468537088,8.36306497415331,26.35953808430777,248.54919496593408
QB_Player_12,QB,8,18.378495589292925,5.490592461590147,30.531610240760212,147.0279647143434
QB_Player_13,QB,9,19.898604970671865,4.824898419155069,36.27525343333963,179.0874447360468
QB_Player_14,QB,13,14.741779252162562,4.113926287527945,25.469135701167108,191.64313027811332
QB_Player_15,QB,17,18.193768970829666,6.858363630280912,29.454569316443465,309.2940725041043
QB_Player_16,QB,13,15.967465362924699,4.389576406293649,25.628654437013683,207.5770497180211
QB_Player_17,QB,14,11.2715171351687,4.016706050868827,18.731824094576055,157.80123989236182
QB_Player_18,QB,8,15.506142492146772,6.594612753310601,26.604906390171497,124.04913993717417
QB_Player_19,QB,9,20.257151198138033,7.711219184042071,34.43562231682741,182.3143607832423
QB_Player_20,QB,11,18.91040070245001,6.767270552878787,32.26100655207784,208.01440772695008
QB_Player_21,QB,12,17.00267239698069,4.773662402505051,29.241836538795035,204.03206876376828
QB_Player_22,QB,17,17.717954477744534,5.005239374044852,29.590726756706033,301.20522612165706
QB_Player_23,QB,17,20.9365240237116,6.117926504297682,34.9018508246511,355.9209084030972
QB_Player_24,QB,9,20.425643248806054,5.159326785308441,33.59839302136051,183.8307892392545
QB_Player_25,QB,17,16.388709031301662,5.3866513646868155,27.893749369492166,278.6080535321283
QB_Player_26,QB,9,21.427767668370343,6.030055936299467,35.467911335313396,192.84990901533308
QB_Player_27,QB,9,16.545030827214827,8.8318859572942,28.125656628666892,148.90527744493343
QB_Player_28,QB,14,11.294893506304001,6.536047458233511,20.756997194524985,158.128509088256
QB_Player_29,QB,15,23.492862866269697,4.470359721927805,40.667588789439904,352.3929429940454
QB_Player_30,QB,14,15.834016380789866,6.336434099125387,25.899465904350986,221.67622933105812
RB_Player_1,RB,14,9.971259907909154,6.347832920213924,17.591717140781288,139.59763871072815
RB_Player_2,RB,15,12.830459187992462,2.974367872916922,21.562469072427408,192.45688781988693
RB_Player_3,RB,9,14.609027270083473,6.767277279225777,25.68045482796661,131.48124543075124
RB_Player_4,RB,10,9.734341741748938,1.0,15.13481144246915,97.34341741748938
RB_Player_5,RB,8,10.796235182040528,3.873913072602331,19.667728044217885,86.36988145632422
RB_Player_6,RB,8,15.795479836464981,5.03667308287968,26.61759324913929,126.36383869171985
RB_Player_7,RB,11,12.681488395162399,7.400070921979412,21.89650421116586,139.4963723467864
RB_Player_8,RB,16,14.178087099117423,6.753905163605257,23.167007267680084,226.84939358587877
RB_Player_9,RB,13,11.116293736015166,1.225857206340851,17.195163717637133,144.51181856819716
RB_Player_10,RB,11,8.945647165443944,5.796834842888872,15.298639833526941,98.40211881988338
RB_Player_11,RB,11,17.852830448060075,3.0963655777102814,30.32786507835515,196.38113492866083
RB_Player_12,RB,10,12.913306568441447,3.895590325192497,21.975282562416815,129.13306568441448
RB_Player_13,RB,11,16.229718651825085,3.977578171204349,29.215641839925446,178.52690517007593
RB_Player_14,RB,10,11.902577028247634,6.542080348098775,20.191738652828054,119.02577028247634
RB_Player_15,RB,16,10.247912000333976,5.1786858940494165,17.675849356098993,163.9665920053436
RB_Player_16,RB,11,9.647224473254461,4.812433376210174,15.912202511686893,106.11946920579908
RB_Player_17,RB,15,11.730807690265145,7.317848227544839,19.785875208804594,175.96211535397717
RB_Player_18,RB,10,12.777862924604724,3.017953892532096,21.36470889833374,127.77862924604725
RB_Player_19,RB,9,16.7580114928796,5.332974166514407,29.595595826849717,150.8221034359164
RB_Player_20,RB,9,13.922187330608761,7.441102009197029,23.62048468819085,125.29968597547885
RB_Player_21,RB,11,10.54381139125763,3.8503072487034964,16.956437085386746,115.98192530383393
RB_Player_22,RB,11,18.99307401467421,6.2291713589268465,32.02092923824191,208.92381416141632
RB_Player_23,RB,13,14.063076555353346,7.949191207063386,22.66896387790876,182.8199952195935
RB_Player_24,RB,17,11.203919675057236,4.306217924085762,17.46771730647042,190.46663447597302
RB_Player_25,RB,8,11.188810332589926,6.109446807479843,20.908795112866564,89.5104826607194
RB_Player_26,RB,14,10.940268924517175,4.368270526014268,18.693388507458394,153.16376494324047
RB_Player_27,RB,13,10.29986092406955,4.053557604301804,18.355514987111327,133.89819201290416
RB_Player_28,RB,11,13.135917971514107,1.932907605492769,21.350747111998697,144.49509768665519
RB_Player_29,RB,9,13.205784849236437,3.8567061034441266,22.313506517913957,118.85206364312793
RB_Player_30,RB,12,12.03971001840501,6.103600040420246,19.380896315401486,144.47652022086012
RB_Player_31,RB,8,12.818867264590166,4.8502481292568245,22.24956169591265,102.55093811672133
RB_Player_32,RB,17,8.311477807921207,5.535693014406982,15.00277916896803,141.29512273466054
RB_Player_33,RB,8,12.417335219284777,4.856174596151043,20.44158895056692,99.33868175427821
RB_Player_34,RB,17,11.784004222680634,6.889558779320609,19.937584373276977,200.32807178557078
RB_Player_35,RB,9,10.523258733703841,5.3012754459138955,17.590728649551853,94.70932860333457
RB_Player_36,RB,9,13.455909849189421,5.784265641123546,23.586233287945735,121.1031886427048
RB_Player_37,RB,15,14.987576173117082,3.59864140377806,24.756051937038023,224.81364259675624
RB_Player_38,RB,12,11.772685570620526,4.323236964140879,19.102904088486138,141.27222684744632
RB_Player_39,RB,9,10.576461199142884,3.992228390358191,17.7273524496189,95.18815079228595
RB_Player_40,RB,12,15.535352550954993,5.298857061873859,28.387546597467864,186.4242306114599
RB_Player_41,RB,13,11.129802678188245,5.006199323982299,19.125858135674846,144.6874348164472
RB_Player_42,RB,8,13.305761871513191,8.115066988788536,21.94353880959037,106.44609497210553
RB_Player_43,RB,10,12.623251792842371,2.6433533861440734,22.076087073507843,126.2325179284237
RB_Player_44,RB,16,15.802870682411715,3.7142353943338553,26.857733065786338,252.84593091858744
RB_Player_45,RB,9,8.22358062094699,6.572044366425879,13.606953850803935,74.01222558852291
WR_Player_1,WR,13,7.6735910751858825,5.344190546687645,12.62717488267118,99.75668397741647
WR_Player_2,WR,15,13.21797807702471,3.2573999615984803,21.74627056079654,198.26967115537065
WR_Player_3,WR,17,11.462239976446606,6.454114686122308,20.476336201151106,194.8580795995923
WR_Player_4,WR,8,13.812130900758945,3.823786559794387,24.941590008815645,110.49704720607156
WR_Player_5,WR,14,7.598686923740814,6.992718216187596,12.392578884904406,106.3816169323714
WR_Player_6,WR,9,12.773962186557453,3.475975205887667,21.297944933513666,114.96565967901708
WR_Player_7,WR,15,13.343543615671225,6.578966626423342,22.62745167326151,200.15315423506837
WR_Player_8,WR,8,13.275059097932196,5.19769764051623,21.532796579014033,106.20047278345757
WR_Player_9,WR,13,8.561077926079458,5.3526799147274975,15.526218407533232,111.29401303903295
WR_Player_10,WR,17,13.338588262314351,5.430936141554546,23.274651154720377,226.75600045934397
WR_Player_11,WR,15,8.999747449379432,4.7701535596126785,14.640266086873453,134.99621174069148
WR_Player_12,WR,12,12.000647034908615,5.2782699598771154,20.951221946951854,144.00776441890338
WR_Player_13,WR,14,12.638335492677342,5.363966406985793,21.930463670093523,176.9366968974828
WR_Player_14,WR,13,12.238674185667202,3.9107833959704603,21.10151085614555,159.10276441367364
WR_Player_15,WR,15,13.005253055858027,3.9954778578916956,22.150395874152924,195.07879583787042
WR_Player_16,WR,10,9.420479910451656,3.312605967346768,17.02743578790106,94.20479910451655
WR_Player_17,WR,8,14.197055524160143,5.806150781341006,25.712751152627295,113.57644419328115
WR_Player_18,WR,14,20.095287245331903,4.658705876955169,34.36614299846905,281.3340214346466
WR_Player_19,WR,9,9.806666258179376,5.558488340090458,17.339824581213936,88.25999632361439
WR_Player_20,WR,8,16.330159541352863,5.358723926950191,27.977659529188028,130.6412763308229
WR_Player_21,WR,15,8.273006916458847,5.627748611825576,13.956889981332548,124.0951037468827
WR_Player_22,WR,11,8.670576775554908,9.007645069635029,14.529198718300114,95.37634453110398
WR_Player_23,WR,12,6.629043737656197,3.9526678104011412,11.228120082434563,79.54852485187436
WR_Player_24,WR,12,12.66438956517594,6.014921827664788,21.013574015489233,151.97267478211128
WR_Player_25,WR,17,12.021321330504637,3.6859108038341324,19.940531875446673,204.36246261857883
WR_Player_26,WR,15,7.434833436205191,6.596314233287013,13.190106202331934,111.52250154307787
WR_Player_27,WR,10,13.92999610993439,5.058969599036445,24.30243954598058,139.2999610993439
WR_Player_28,WR,9,13.589262554136065,5.265679745007545,23.60343402215064,122.30336298722459
WR_Player_29,WR,17,12.140069897145839,3.51941726819467,19.43968700483509,206.38118825147927
WR_Player_30,WR,16,12.694751843818736,6.035137122763093,20.48672431258636,203.11602950109977
WR_Player_31,WR,11,8.056701897595357,3.915146471088741,13.410549177698654,88.62372087354892
WR_Player_32,WR,16,6.733844701579602,3.767247055388669,11.516539061665327,107.74151522527363
WR_Player_33,WR,11,7.458216980739528,4.826294735042351,13.52581112017065,82.04038678813481
WR_Player_34,WR,11,10.380662724768381,6.537135100626159,17.3125119198152,114.18728997245219
WR_Player_35,WR,13,9.278990927424744,6.74524372145971,15.529322913444826,120.62688205652167
WR_Player_36,WR,9,12.286896173381596,4.485733020635245,21.271475919226738,110.58206556043436
WR_Player_37,WR,11,11.961348541538113,6.531324231503711,19.895616090322775,131.57483395691924
WR_Player_38,WR,16,10.815452961186088,6.056222212459677,17.566126678461007,173.0472473789774
WR_Player_39,WR,14,14.050931144713568,5.699493158255625,22.833042887106707,196.71303602598994
WR_Player_40,WR,15,17.702279242393196,6.502750954324112,31.23546252584961,265.5341886358979
WR_Player_41,WR,13,11.256114144807764,2.507742620392235,17.66009768523918,146.32948388250094
WR_Player_42,WR,9,9.22406357681006,3.628135582508973,15.630710733402163,83.01657219129055
WR_Player_43,WR,8,12.846755863583864,2.820863679856779,21.480382871868258,102.77404690867091
WR_Player_44,WR,12,7.774134859335876,6.304641780747435,12.828244651631794,93.28961831203051
WR_Player_45,WR,13,12.637381279549858,6.645991260804301,22.076573588822775,164.28595663414816
WR_Player_46,WR,12,7.545219399776132,6.670489560111948,12.144718487911568,90.54263279731359
WR_Player_47,WR,8,11.778625296714615,5.38736928049584,20.41176105151051,94.22900237371692
WR_Player_48,WR,15,8.46857006442583,2.975198881556426,15.094448053493323,127.02855096638744
WR_Player_49,WR,15,11.557503732556746,6.724065261436727,19.611969997996173,173.3625559883512
WR_Player_50,WR,13,13.898389043012319,4.44444408550834,23.90086413905776,180.67905755916016
WR_Player_51,WR,10,9.057621714561442,7.466452565350536,14.696705055407893,90.57621714561442
WR_Player_52,WR,11,11.32234610809195,3.3617265093695625,19.512404006626387,124.54580718901144
WR_Player_53,WR,13,15.83573143240247,4.264306758959434,27.236857690309577,205.86450862123212
WR_Player_54,WR,9,10.883212398545478,4.530436571110692,17.846662995599004,97.9489115869093
WR_Player_55,WR,9,14.244351408885596,4.510634477564258,24.07341540543064,128.19916267997036
WR_Player_56,WR,16,5.249552384704771,3.3020203398845585,9.693113842894283,83.99283815527633
WR_Player_57,WR,8,4.670148059360084,3.8505269755764417,7.619475655880332,37.36118447488067
WR_Player_58,WR,17,13.305811296489107,4.1642442094203505,23.66349016172392,226.19879204031483
WR_Player_59,WR,12,8.77845253849664,6.513649705601008,13.836267518705876,105.34143046195969
WR_Player_60,WR,9,9.781599063587043,3.4572436385880954,16.45500351763692,88.03439157228338
TE_Player_1,TE,11,9.832032539160645,3.257877354211432,17.157618121369357,108.1523579307671
TE_Player_2,TE,13,10.861117181794073,4.6633330930548995,18.415160765283577,141.19452336332296
TE_Player_3,TE,8,7.675853062902151,4.227311193647899,13.489153201360617,61.40682450321721
TE_Player_4,TE,13,11.818261265394543,5.463984924723762,22.56185390705895,153.63739645012907
TE_Player_5,TE,12,10.547875430303533,4.726965266967554,18.49460029097333,126.57450516364239
TE_Player_6,TE,13,7.668295090743731,3.240746099961499,13.554192836039991,99.68783617966851
TE_Player_7,TE,14,8.477476313336403,4.207335138211454,15.281673428790658,118.68466838670965
TE_Player_8,TE,10,8.514836990876258,2.9950073546826665,15.38344266981219,85.14836990876259
TE_Player_9,TE,17,11.321673542729597,1.5906147725569264,18.99632187151369,192.46845022640315
TE_Player_10,TE,12,11.336489151363093,5.365152242409657,19.499156358257636,136.0378698163571
TE_Player_11,TE,14,10.755742594076569,4.09620520356723,17.745681059385717,150.58039631707197
TE_Player_12,TE,12,9.056973559920324,3.9479811249721153,13.888396728309774,108.6836827190439
TE_Player_13,TE,13,7.807549995211707,4.0843084796337275,13.04773899833534,101.49814993775219
TE_Player_14,TE,13,10.463974112413762,2.381564219427049,16.486322219942426,136.0316634613789
TE_Player_15,TE,8,7.955490627489976,5.1461716082526845,14.874376498322269,63.643925019919806
TE_Player_16,TE,10,4.595208720393458,3.6514491409348433,8.017162329534102,45.95208720393458
TE_Player_17,TE,16,9.532773350770777,4.808956829414311,15.472075539141711,152.52437361233243
TE_Player_18,TE,16,10.260968489328388,5.238506429955489,16.799071898568023,164.1754958292542
TE_Player_19,TE,16,7.964529398271306,1.0,13.042530402999,127.4324703723409
TE_Player_20,TE,9,5.941246475497671,4.248418225348978,10.055362662709825,53.47121827947904
