player_name,position,games,points_per_game,weekly_std,peak_week,total_points,points_per_game_z,games_z,peak_week_z,consistency,consistency_z,scouting_score
WR_Player_18,WR,14,20.095287245331903,4.658705876955169,34.36614299846905,281.3340214346466,2.9609705570099183,0.5787251484572423,2.912037355121548,3.55121606994438,2.3835143441023585,2.3328174417892376
TE_Player_27,TE,17,14.635137395979388,2.996635989994871,24.82095064389264,248.7973357316496,2.414614937759109,1.516848931904514,2.324183014579632,3.661863985766232,2.021471955914367,2.123211202650083
RB_Player_11,RB,11,17.852830448060075,3.096365577710281,30.32786507835515,196.38113492866083,2.186658889670593,-0.18193824761930583,2.089646919724724,4.358212202837413,2.097745577608736,1.676159338705269
QB_Player_4,QB,9,25.48178101718397,4.627161418270014,44.10356636467469,229.33602915465573,2.2324793592434156,-0.9997481682321123,2.376434329353183,4.52835437321042,2.2706645788001567,1.6171734041539603
QB_Player_29,QB,15,23.492862866269697,4.470359721927805,40.667588789439904,352.3929429940454,1.6245692362767723,0.9777756810182199,1.7587920120435712,4.294573677138475,1.9783513328682825,1.6037894657379594
TE_Player_9,TE,17,11.321673542729595,1.5906147725569264,18.99632187151369,192.46845022640315,1.094372319483337,1.516848931904514,1.0074740289077913,4.370265182868215,2.828798024727864,1.5994393246923724
WR_Player_40,WR,15,17.702279242393196,6.502750954324112,31.23546252584961,265.5341886358979,2.166380160042078,0.925960237531588,2.3181618013805827,2.3594384713237377,0.6203931660833947,1.554566673251085
RB_Player_22,RB,11,18.99307401467421,6.229171358926847,32.02092923824191,208.92381416141632,2.654441303873919,-0.18193824761930583,2.479124805925827,2.627282308258036,0.3068668094460765,1.4739742952761
RB_Player_44,RB,16,15.802870682411717,3.7142353943338553,26.857733065786334,252.84593091858744,1.3456674065595269,1.597892435613034,1.291366669563102,3.3521598648649453,1.0568497115325879,1.31576287806403
WR_Player_53,WR,13,15.83573143240247,4.264306758959434,27.236857690309577,205.8645086212321,1.5465991298580462,0.23149005938289682,1.5596450247033558,3.0081323443872843,1.5800738204044922,1.2939028726264243
RB_Player_13,RB,11,16.229718651825085,3.977578171204349,29.215641839925446,178.5269051700759,1.5207808467720274,-0.18193824761930583,1.8337875340317926,3.2605652977416173,0.9620828662352059,1.0875135358485202
RB_Player_37,RB,15,14.987576173117082,3.59864140377806,24.756051937038023,224.81364259675624,1.0111946281012894,1.241926298966566,0.8078892309122315,3.2591313079562774,0.9605992117738844,1.0141962986141346
WR_Player_58,WR,17,13.305811296489107,4.164244209420351,23.66349016172392,226.19879204031483,0.7065475117173352,1.620430415680279,0.8817937912993927,2.5765263525333144,0.9415539609287293,0.9743626467500812
WR_Player_2,WR,15,13.21797807702471,3.2573999615984803,21.74627056079654,198.26967115537065,0.6773827815386346,0.925960237531588,0.5181061323058442,3.104706674554931,1.7229463219254524,0.9645976604490112
